BookAbbrev	Chapter:Verse	Annotation
Ex	40:18	The firft month , the fourteenth day of the month at euen you thal €ate (¢) azymes vntil the one and twentieth day of the fame month at cuen. 19. Scuen dayes there fhal not be found leauened in your houfes: he that thal cate leauened , his foule fhal pertihout of the affemblie of Ifrael , as wel of {trangers as of them that are borne in the land. 20. Nothing leauened fhal you cate : in al your habitations you shal eate ~azymes. 21, And Moyfes called al the Ancients of the children of Ifrael ‘and faid-to them : Goe takealambe by your tamilies , and facrifice the Phafe. 22. And (/ ) dipa bunch of h flop in the bloud that is at the ‘doore , and fprinkle the vpper tranfome of the doore therwith’,, and both the doore checkes : let none of you goe out ot the doore of his houfetil morning. 23. For ouc Lord wil paile ttriking the AEcyptians: and when he fhal fee the bloud on the vpper fil, and on both the poftes , he wil paffe ouer the doore of the houfe,& not fuiter the ttriker to enter your houfes and to hurt. 24. Keep this thing as alaw to thee and thy children for euer. 2:. And when you are entrcd into the Land which eur Lord wil give you as he hath promifed , you fhal obferue thefe ceremo- nies, 26. And when your children thal fay to you: Whatis this religion?
Ex	40:27	you fhal fay to thern : Itis the victime of our Lords paflage, when he Pafled ouer the houfes of the children of Iftael in A Evypt iiriking the AEgyptians, and deliuering our houfes, And the people bowing them- clues adored.2., And the children of Ifracl going torti did as our Lord had cémanded Moyfes & Aaron.29, And it came to paile at midnight, our Lord ftrucke (g) euerie firft-begortenia the Land of A Egypt, from. the firft-begottcn ot Pharao , who fate in his throne , vnto tne firit-be- gotten of the captiue womanthat wasinthe prifon, and cuerie firft-be- gotten of beafts. 30, And Pharao arofe in the night, & aihis feruants, & al AEgypt= & there arofe a great crie in AEgypt : for neither was there ahoufe wherin there lay nota dead one. 3'- And Pharao calling Moyfes: & Aaron inthe night, faid : Arife & goe forth from my people, you and goe , facrifice to the Lord as you fay. 32. Your fhecp & heards take you as you demanded , and departing bleffe nie. 33. And the gyptians vrged the people to goc forth out of the lad quickly, fe ih. The peoplethertore tooke dough betore it Was leauened : and tying it intheir-clokes, put it vpon their {houlders. 3s» And the children of Ifraeldid as Moyfes had commanded : & they asked of the AEgyptians veflels of filuer and gold , and very much ray- ‘ment. 36. And our Lord gaue grace to the people beforethe A Egypuans that they did lend them:& (b) they {poyledthe A Egypticns. 37, And the - chiidren ——— --- PAGE 189 --- Pafch. EXODVS. I7E children. of Ifrael (et forward from Rameffe tito Socota , almoit (ix hundred thoufand of foot men, befide litle ones. 3x. But alfo the com- mon people of al forts innumerable went vp with them , :heep and heards and beafts of diuerfe kinds exceeding manie. 39. And taey baked the meale, which a litle betore they had taken out of AEgypt tempered : and made hearth cakes vnleauened : for tt could not be lea- uened, the A Egyptians vrging them to depart, & not futtering thern.to make any tarriance: neither did they thinke vpon preparing any meate.
Ex	40:40	in AEgypt , was foure hundred thirty yeares, 41. The which being expi- red , the fame day al the armie of our Lord went forth ouret the Land of AEgypr. 42. This is the obferuable night of our Lord, when he brought them forth out of che Land of AEgypt: this nizht al the chil- dren of Ifrael mutt obferue in their generations. 43. Aad our Lord faid to Moyfes ad Aaron : This is the religion of the Phafe : No alien thal eate of it. 44. And cuerie bought feruant fhal be circumcifed , and {6 thaleate. 4:. Theftranger and the hireling fhal not eate therof. 46.In onc houfe thal it be eaten ncither {hal you carrie forth of the fleih therof out of the houfe , neither {hal you breake a bone therof. 47. Al the af- femblie of che children of Ifrael fhal make it. 48. And ifany of the fo- tourners be. willing to dwel among you , and make the Phafe of the Lord, firftal the male that he hath shal be circumcifed , and then thal he celebrate it according totherite: & he thal be as he that is borne in the land ; but if there be any man vneircumcifed,he fhal not eate ther- of. 49. Al one law shalbe to him thar is borne in the land and to the Profelyte that foiourneth with you. 50, And al tne children of Ifracl did as our Lord hadcemmanded Moytes and Aaron. 51. And the fame day our Lord brought forth the chiidrcn of Lracl out of the Land of AEgypt by their troups. ANNOTATIONS.
Ex	1:15	Vi 13. The 30. read in AEgyptand in Chanaan, for explication, as S.Auguttin no- teth 4, 16.¢, 10, cimit, Chrifts a@ion: ‘heweth thac. the Pafchal lambe was afi- gure of the Eu- charift, Some things in the Pafchali lambe pre- figured Chriti oethon the ‘ Croife & at hi: qualitics laft fupper, --- PAGE 190 --- Some more xpreflyfigni- 4 fied his Paf- fion, Ochers imme- diately the Eu- cherift, Ancient wri- ters expound _ this foure of the Eucharift, Tertullian proveth by this figure, ful- filled in the Excharift, that Chrift hath a true and nota phantaftical tbodre. § r The fame Sa- crifice orfered by Priefts, s2keth away the finnes of the werld, More particularly she killsny & bereauing the Pat- EX ODVS. qualities of the Lambe, withow: /por ,« ma'e , of the firft yeare , forefhewed in general the puritie , fortitude, mecknes , andal perfection of the true Lambe of God , that 173 chal Lambe of natural life , she /prinkling of das blond onshe dove poftes , she rafting at the fire , & not breking anie bone sheref ,moft {pecially exprefied; Chrifts death on the Crofle, But she fourteenth day , & the enening agree only with the Eucharift, infticuted the night betore our Lords Paflio which he fuffered the fifteenth ‘being the ful moone) and at midday,as ancient S. Dionyfe of Ariopagite(in two Epitt- les , to Policarpus,& to Appollophanes ) teftifieth , admiring the miracle of the funnes eclypfe, that hapned the fametime, Neither did the easng of the Lav-be di- realy prefourate the oblation on the Croffe , for Chrift was not crucified tobe eaten: but the Sacrament in formes of bread and wine was cxprefly figured by eating the lambe with unbeswened bread,& drinking the emp shirto adioymed ( Luc.22.v,17.)ln like fort the Lambe immolated in commemoration of the dcliueric of Ifrael from death, & from feruitude , when the firft-borne of Acgypt were flaine , moft apily prefgured the Eucharift, which is a perpetual commemoration of mans redemprion &, deliuerie from eternal death, and from bondage of ‘the diuch& fime, by Chrittes death onthe Croffe, which death indeed-was the very redemptioi: & deliuerie of inankind,& not a cémemoration therof, Finally ,the immolating of the Lambe wishin the houfe with precife commaridmet to carie nothing theref for:h, perteined par- ticularly to the Eucharift ,whiclour Lord celebrated within the boxfe , wherby S, Cyprian ( lib, denis, Ecelef: ) proucth, that the B. Sacrament inuft mot be giuen to -amic out of the Cosholike charch , though Chrifts Paflion be extended re al the world, as wel to bring fuch as are without into the Church , as to faue thofe that are alrcady entredin, In this fort the moft ancient and beft cxpcditours of holie Scripture,explicate this fpecial figure of the Pafchal Lambe.As we fhal here pro- duce fome witneffes 1n confirmation of thistruth. Tertulian lib. 4, contra Marcionem,cxpounding our Sauiours words:With defire I Sane defived s0 eate this Pafch with you Lefore L fuffer fayth,Chrift coveted not vermeci- nam Indeore the mutton of the Lewes, bur profefling that with defire he defired to eate the Pafch, as his owne’ for it was vnmect that Ged fhould couer anie thing nat his owne ) the bread which he took ,& gauc to his difciples,he made his owne bodie faying:T ais is my bodie, that is,a hyure of my bodic. Figura auscm non fwifies, nifi verigatis effer corpus: Bus it had net been a figure ‘faith he ; unicffe is were a bedie of ve- ritie,or,aucrie bodie,to Wit, not phantaftical asthe heretike Marcion imagincd;be- caufe the fyures in the old Teftament were not figures , except a truc budie anf- wered ynto them. So the Sacramemtaries fenfe, that Tertullian fhould ca] the Eu- charift a figure , is quite againft his meaning , and maketh him conclude nothing againf{ Marcion ; wheras his whole drift is , by the figures of the old Teftament to prouc,that in the Eucharift isthe true & real bodice of Chrift, & that confequently Chrift hath a true and real bodie.Origen ( m 26. Afas, ) teacheth that in the great parlar (where Chrift did eare the Pafchal Lambe) he alfo made his new Patch. S.Cyprian (de Gana Dom.) fayth:In the fupper of facramental banquets,old & new Initirutions met together. The lambe being confumed, which oJd traditié pro- pofed ,the Matter ferteth incenfumpribie meate to his difciples.S. Gregorie Nazian- Zen{ Vrat,2.de Paftha) fayth God commanded the Pafchal Lambe fhould be eaten inthe eucning , becaufe Chrift in the evening gaue the Sacramét of his ownc bo- die to his difciples. S.Hierom (in 26. Mat. ) After thar the feuratiue Fafch was complete, & Chrifthad cares the ficth of the lambe with his Apoftles,he taketh bread , which confirmeth the hart of man, and paffeth over to the true Sacranicnt of Patch, Likewife S, Chrifoftom Ho. de prods. Inde ) fayth: Inthe fame table both the Pafchs, of the figure, & of the veritie were celebrated, S. Ambrofe {in Luce.1,) exprefly applicth this figuratiue lambe to the Eucharift , as it is celebrated in the Church, by himfelf & other Priefts faying : When we facrifice,Chrift is prefent, Chrift is facrified : for Chrif ony Pafch is smmelated, The like afimeth S. Auguftin loan 1, Toa, x9, Lue.ze. Hiere. I],v.1$. F [.103. 1.Cer, f. (i. 2. --- PAGE 191 --- P afch. ExXODVS. 17 (li, 2.cons,lis, Penl.c, 27.) [tis an other Pafch that the Lewes celebrated of a fhecp, : an other which we receiue in the bodie & bloud of our Lord, S.Leo/fer.7.de Paff.) To theend shadowes might gine placeto the bodie,& figures might ceafc.in pre- fence of the veritic ,the old obferuacien is taken away by the new Sacrament, hofte paficth inte hofte , bleud excludeth bloud, and when the legal feftiuitie is changed, itis tulflled. S.Gregorie(ho,z2,in Eusng.)proueth by thefe wordes, Yow shal nos cate theref anie thing raw that befides the lerter there isa fpiritual fenfc. Behold ( faith he ) the verte wordes of the hiltorie driue vs trom the hiftorical ynderftading. For did the Ifraclitical people in AEzypsvfeto eatea lamb raw,that the law fhould reed ro {ay : owsral not eate it raw ¢ And fo in that homilie this great Do@our explicatetn how we ought to celebrare & receiue the Sacrament of the Eucharift,by the foure of this Pafchal lambe, This blowd (faith he) is fprinkted on both peftes, when the Sa- cramentof his Paflionis receised with mont , to redemption , and meditated with inventiue mind to imitation, & in the tranfome ouer the dore, when pure intention di- recteth the exteriour act,alfo when we cariesbe Creffe of his Pa-tion in our forbead, The flesh of the Lambe is caren as night ,becaufe we now receiue our Lords bodie in the Sacrament , when yer we fee wo: each esherscon(ciences: rofted at che fire, when we ioyne to our belicfe geod workes of ferssemt chavisie: with valeawened bread & with lessice. that is,in finceritie,wishous corruption of waine glorie,and with bisser pennance for snnes: not raw, nor fod in water,to wit, neither eftecming Chrift 4 mere man, nor confide- ring of him, with bumane wifdeme or private {pirit of heretikes,called felen water (Prou.s ) Te desomr she head with she feet andentrails , is by faith ro belicue she Dini- nitie of Chrift,and to imitate by loue the feps of his hwmanis'e , & greedily to learme al Chriftsan myfteries, Nothing is left sil mermng, when we endeauour in this life before the veurreftion to know euerie point of Chriftian doctrine, fo farre as to vs pertei- neth But if anie thing be eft, it muff be burned inthe fire,becaufe thofe hard & higheft ] myfteries , which we cannot underfland, we mult remit ro she HeiyGhoff , leit anic proudly prefume either to contemnc, or to proclaime that he vnderttandeth not, He further defcribeth alfo what mazner of perfons are to eate this new Pafch, Their dommes mutt deg yrded,that is,al carnsi pleafures tamed, They muft haue shoes on their feet, by the good examples of fermer Saints dead bcfore,muft Arengthen their fleps , to fite from vice, and follow vertuc: holding #ames in their handes,to rule and ftay themfelues and others from fliting, by the ftaffe of authoritic, They mufteate the Pafch foeedily , that is without delay or procraftination muft learne the my- ftcries of inans redemption, and heaucnlie life , and fo performe Gods wil & pre- cepts, in this life with ‘peed. Tothis effet S. Gregorie difcourfeth at largein the moral fenfe, which we haue abridged, and otherwifc (though holy Scripture be ful hereof ) feldome touch. Returning therfore to our particular purpofe, in al thefe teftimonies we fpe- cially vrge , that the pafchal lambe was a figure , not only of Chrifts Paffion,but alfo of the Eucharift, Whereupon , befides the often expreffe mention of our B, } Sauiours bodie and blond in the fame,which Proteftants would wreft(as they doe alfo the fame termes in holie Scripture) to figuratiue fenfe , it neceffarily follo- weth,that trere be farre more excellent contents in the Satrament of the Eucha~ rift,then natural bread and wine, For S, Paul reacheth ( collcf, 2. ) thatas the bo- dre excelleth the shadow, fo the veritie, or thing fivured excelleth the figure, Wheras the fubftance of bread and wine doth notrexcel, much leffe fo farre excel tke Paf- chal Lambe,as by S.Pauls dogtrine is required, Againe,feeing the Pafchal lambe Was a Sacrifice, as appeareth in this Chap. v, 6. & 27. alfo Num.9.v.7. & 13.and Mar.14.v, 1, and as it was immolated was a figure of the Eucharift,as before ap- peareth by conference of the one with the other, inrefpe@ of thetime , place, manner of offering,and eating it, and by teftimonie of the Do&ours aboue cited, itfolloweth alfu that the Holie Eucharift isa Sacrifice farre excelling the figure, CHAT. iS. Gregories jmoralization iaf this figure, japplied to the ‘Kb. Sacrament, What perfons are to receiue the B, Sacra. ment, The thing f- fured farre ex- ‘eelleth the §. “gure, ‘The Eucharift 'isalie a Sacri- hee, --- PAGE 192 --- The fir leffon at Matrins on Candlemafe iday, a) The old Te ftamét propo- fed commonly temporal re- wards, S. nie- vom. p.ad Dar- danum, 6) Inthe He- brew , when Ubarao had in- durased bimfelfe. 174 EXODVS. —— Pafch-
Ex	13:4	This day you goe forth inthe month of new corne, 5. And when our Lord fhal haue brought thee into the Land of Chanancite and Hetheite ' & Amorrheite & Heucite & lebufeite, which he {ware to thy fathers that ke would giue thee,a land that (a) flowcth with milke and honie, thou fhalt cclebrate this manner of facred ritcs inthis month, 6. Seuen dates {halt thou eate azimes:and in the fcuenth day fhal be the folemni- tic of our Lord, 7. Azimes flialyou eate fcuen dayes : there thal not be fecn'anic lcauened thing with thee,nor in al thy caafts. 8.And thou fhalt tel thy fonne in that day, faying : Tiiis is that which our Lord did to me when Jeame forth out of AEgypt, 9. Anditihal be asa figne in thy hand,and <samoniment betorc thine eyes : sand that the law of our Lord be alwaycs in the mouth, for ina {trong hand our Lord hath brought thee out of AEgypt. 10. Thou fhalt keep this obfernation at the fet time from dayestodayes. 11, And when our Lord fhal haue brought thee into the Land of the Chanancite, ashe {ware te thee and thy fathers , and fhal giue itthee, 12,thou flaale {eparate al that opencth the matrice vnto aur Lord wand al that is brought forth in thy cattel: whatfocuer thou fhalt haue of male fexe thou fhalt cenfecréte to our Lord. 1;. The firft-borne of an affe thou fhal change for afheep: and if thou doe not redeeme ir, thou fhalt kilit. And cuerie firfi-borne of men amcne thy children, thou fhalt redeem with a price, 14.And when thy forne shal aske thee to morow faying : Whatis this ? thou shalt anfwer him: With a ftrong hand did our Lord bring vs forth out of the land ot AEcypt , out of the houfe of feruitude. 16. For (6) when Pha- raocs hart was indurate, and would not difmiffe vs , our Lord flew eueric firfi-borne inthe Land of AEgypt , from the fit {t-boene of man to the firit-borne of beatts ; therfore I ‘facrifice to out t Lord. al that openeth --- PAGE 193 --- P afch: EXODV5S. 175 opereth the matrice of the male fexe, and al the firit-borne of my {on- nes I doe redceme. 16. It shal be therfore as a figne in thy hand , and asa thing hanged before thine eyes , for a remembrance : becaufe our Lord br a ftrong hand hath brought vs forth out ot AEgypt. 17. Ther- fore-when Pharao had fent forth the people , our Lord led them not by..the way of the Philifthiins countrie whichis neer ; tuinicing (¢) lett perhaps it would repent #ftem , if they should fee warrcs arife againit them, and would returne into AEgypt. i8. But he led them about tr; the Ifrael went vp out of the Land of AEgype armed. 1: ..Moyfes alfo («) Mrael,faying:God shal vifite you,carrie out my bones from hence with you.z0.And marching fro Socoth they camped in Etham inthe vrmoft coafts of the wilderneffe. 21. And our Lord went before them to shew the way by day ina pillar of a cloud, and by night ina pillar of fire: that he might be the guide of theic tourney both times, 22. There neuer fai- led the pillar of the cloud by day , nor the pillar of fire by night, before the people. OS
Ex	40:22	The people beg three dates inthe defert wuhsut water , then finding that is bitter,doe murmure, 25, it 3s made fweer. 27. Comming to Elsm they find trrelne fountames and feuentie palmce-trees. HEN (a) fang Moyfes and the children of Ifrael this (4) fong to our Lord , and faid: Let vs fing to our Lord: for he is glourioufly magnified, the horfe and the rider he hath rhrowen into the fea. y 2. My ftrength , and my praife is our Lord , and he is a faluation: this is my God, and] wil glorifiehim:; the God of my father, and I wil exalt him.
Ex	40:3	Our Lord isa man of warre, Omnipotent is his mame,
Ex	40:4	Pharaoes chariots and his armie (b! he hath caft into the fea : his chofen Princes are drowned inthe red fea. 5. The depths haue ‘ouerwhelimed them,they are funke intothe botome like a ftone.
Ex	40:6	Thy right hand, oLord ,is magnified in {trength : thy right hand, o Lord, hath ftrueken the entmie.
Ex	40:7	And in the multitude of thy glorie thou haft put downe thy aduer- faries:thou haft fent thy wrath , which hath deuoured thé like ftuble.
Ex	40:8	And in the fpirit of thy furie were the waters gathered together : the flowing water ftood , the depths were gathered together in the middes of the fea.
Ex	40:9	The enimie faid : I wil purfue and overtake , I wil diuide the fpoiles , my foule fhal haue his fl : 1 wil draw forth my {word , my hand fhal kil therm, 10, The fpirit blew and the fea ouerwhelmed them : they fanke as i lead in tle vehement waters, 11, Who is like tothee among the ftrong , o Lord 2 who is like to thee, magnifical in fan¢titie , terrible and laudable, doing meruailes? 12, Thou didft ftretch forth thy hand , and the earth dcuoured them.
Ex	40:13	Thou haft in thy mercic beena guide tothe people which thou haft redeemed: & in thy {trégth thou haft caried thé vnto thy holic habitatid, 1q. Nations rofe vp , and were angrie : forowes poflefled the inha- biters of Philifthiim. . ——Y 
Ex	40:15	The d )So in Bap-. tifme al finnes are deftroyed. S. Cyp. Ep, 76. in fine S. Ang, Tra ..1.0 33. in loan. ¢) The fame icreditis giuen Ite God fpea- iking by Moy- fes,as if he had fpoken imme. diately by ihimfelf.S. Hie- ive.in Epift, ad Philem, a) The firft of al Canticles, facred or pro- phane. Origen, ho.6..in Exod, 6) God only fuffered them: to goc into the fea. Ferthey went of their owne accord, fuppofing they might tolow where the Tfraelites wene before. S. Aug, fer.89.de sezp, 1 Bb 2 --- PAGE 196 --- ¢) Mufical in- ftruments vied beferethe law of Moyfes in the feruice of God, @) Tkefethings chanced to the in figure. 3, Ger. 10, a €) The whol- fome wood of the Croffe made the bit- ter fea of Gen- tiles {weet. Theederet. q. 26,18 Exod, EX ODV S..
Ex	40:15	Then werc the Princes of Edom troubled , trembling ceazed on the {turdie of Moab ; al the inhabiters of Chanaan were ftarke. 16, Let feare and dread fal vpon them, in the greatnes of thy arme: iet them beconte vnmoueable.as aftone , vntil thy people , o Lord, shal pafie , vntil thy people {hal paffe , this which thou hait poffeffed, 17, Thou fhalt bring them in,and plant them in the mountaine of thy inherita nce, in thy moft firme habitation, which thou haft wrought,o Lord : thy fanétuarie Lord , which thy hands haue confirmed, 18 Our Lord fhal reigne for euer and euermiore,
Ex	40:19	For Pharao oa horfebacke entred in with his chariots & horfemen into the fea: and our Lord brought backe vpon them the waters of the fea : but the children of lfracl walked on drie ground in the mid- des therof. 20, Marie therfore the Propheteffe, Aarons filter tooke(¢)a tymbrel in her hand:and al the women wenttorth after her with tymbrels and dances , 21. to whom fhe began the fong , faying : Let vs fing to our Lord, for he is glorioufly magnified , the horfe and his rider he hath caft into the fea. 22, And Moyfes remoued Ifrael from (d) the red fea, and they went forth into the defert Sur : and they walked three dayes through the wilderneffe, and found not water, 23. And they came into Mara , neither could they drinkc the waters of Mara , becaufe they were bitter : wherupon he gaue a name alfo agreable to the place, calling ic Mara, that is, bitternefle. 24, And the people murmured againft Moyfes , faying : What thal we drinke? 25. But he cried to our Lord. Who did fhew him (e) a piece of wood : which when he had caftinto the waters , they were turned into {weetneffe. There he appoi ited him precepts , and sudgements , and there he pro- ued him, 26. faying : If chou wilt heare the voice of the Lord thy God , and doe that is right before him , and obey his commandements, and keep al his precepts , none of the maladies , that I layd vpon AE- gypt , will bring vpon thee : for] am the Lord God thy curer. 27, And the children of Ifrael came into Elim , where there were twelue foun- taines ef water , and feuentie palme-trees : and they camped beiide the waters, 178 out of Agypt. The end of the third age, THE --- PAGE 197 --- ExopvDves,. 17 > THE CONTINVANCE OF THE CHVRCH and Religion in the third age,from Abrahams going forth of Chaldea , to the parting of Ifrael out of Aigypr. The {pace of 430. yeares. mye NE and the fame Church and Religion begun in the a tee Jinft age of the world ,and continued in the fecond, NYP became more and more con{picuous in the third, » For in this age not only the fame principal and particu- iar points of faith were beleued and profiffed , but alfo veg the number cf profesours encreafed,and partly by fep.— ney vation of place and abode, and {pecially by diuerfine of "Manners , onward Tiles, and conuerfation , Were Mii1e diftin from infidels then before : as we shal now shew by the facrea nifterie of that time. Which beginnech with Abrahams going ferth of his countrey of Chal dea , about 2024. yeares from the beginning of the world inthe 75. yeare of his age. From which time forward God often appeared to him, and after him te} (sae and lacob, inthe tuleof Ex Sa p Dat, thatis, God Almightiec, Crea- tour of al things ,Lord, God, moit high, Poffeffour of heauen and earth (Gen. 14.) Te Moyfes more familsarly (Exod. 3. ) in bis mofi proper name, He WHICH 18. /nthe name of foureletters, which the rewes count inef- fable. and divers other names , al shewmy One , Eternal , Omnipotent, Infinite Maicftie: Of whom al other things depend and bane thetr being , bim- felfe independent of any other thing. This one diuine nature, ard indiuifible fubftance is (aboue al reach of reafon) three in Perfons: reprefented 0 Abrabam (Gen.18.) by three Angels sn forme of men, whom by (pectal inflind of God, be adored as one , and firfi rake vnte them aste one: Lord if 1 hane found grace in thy fight, gee not paft thy fer- nants by cAby as to manie: Wash yec your feet.lalike manner Moy{es fame- temes (peaketh plurally as ef miante: There appeared to him three mcn, they fayd , Whereis Sara? sometimes fingularly : He faid , T wil come. So Let (Geh.i9.)fpake to two Angels representing the Sonnc of God, ana the Holie Ghoft,ene God with the Father, firfl as to mante: I befeech you my Lords, turne into the houfe of your feruant ; after as to one: befeech thee my Lord, becaufe thy feruant hath found grace vefore thee.Who ukewife anfre- red as one oly :1 haue heard shy prayer. Againe Meyfes sheweth diftméson of Perfons in God, faying (v.24. ) Our Lord rained trom our Lord, 1ob aljo (who lined in this age ) and bis freindes profeffed and ferued the fame one God, anouching him so be the onlte Ged and Lord , that ciueth and taketh away ( Chap. The fame Church & Re- ligion in this age asin the farmer, Beliefe in one God, Three dinine Perfons, --- PAGE 198 --- 3 Er! Cor pe- er)the Father, wifdome the Sonne, Spivis ithe Holy Ghoft, - brift promi- ed to Abraha, To Tfaae. fAnd to Iacob, Chri prefion- red by Abraha By Melghife- dech, By Ifaac. gizcob. Tofeph, Tob. Moyfes, And manie gother things, brother Efau (27) hardly treated by Ladan (31. ( Chap. 1, 2.) Hethe Maker and peculiar Keeper of men, He that taketh away finne, and iniquitie ( ¢. 7. ) He that doth great things , incompre- henfible , and meruelous,, wherof there is no number (¢. 9,) And that with termes appropriated to the three d:uine Perfons (¢.36.) Inhis ftrength fodainly the feas are gathered together, & with his wifedom he ftrucke the proud man. His Spirit hath adorned the heauens. The fame My fterie of pluratie of Perfons in one Godis more cleere by the Hebrew text chap. 3@.¥. FO manie. But moft euident are the promifes, figures , and prophecies of Chrift esr Redeemer, For: befides prefent aboundame of riches, promife of great progenic, and shat che fame should pofeffe the frustful Land of Chanaan ( three /pecial blefings of the eld Tefament ) God promifed Abraham a farre greater thing ( Gen. 12, ). that in his feed AL NATIONS AND} KINDREDS OF THE EARTH SHOVLD BE BLESSED. Is confirmation whereof , God alfo changed his name Abram ( high or noble tather ) into Abraham (Father of manie nations, Gen. 17, And fo-be wasnatural father of foare great Kingdomes , l{mae- lites, Madianites , Idumeans , and Ifralites : but /piritual father of manie more, te wit,of al that belieue in Chrift , lewes and Gentils , from that time to the worlds end, The fame promsfes of pofefing Chaanan and of Chrift were renewed and confumed to lfaac( Gen. 26. ) intike fort to Jacob ( 28.) for they perrained not to1fmacl ,nor tothe otber fonnes of Abrahams , nov to Efau, “Moreouer Chrift,eur Redecmer G delinerer from finne andcaptinitie of the dined, was prefigured Ly Abraham , at laftdelinering thofe {rom captinitie, who other. ion and bondege ( Gen. 14.) alfo Melch fidech , King and Prieft, of rnkno- Wen generation , extracrdinarie vocation , wiibeut predeceffeur Brefiguy ed Chrift,King and Prieft for ener, who not by fuccefours, bat by Priefts bis Vicars , perpetually exercifeth al Prieftlie funclions. Likewife aac burne aboue the common courfe of nature (Gen. 21.) fingularly beloued of bis father, carying wood on his back for the facrificing of himfelfe (32. ( lacob flying his ) et altwayes inuincible againft bis aduerfaries ( 32.) lofeph bated of hus breibren , fold and delineyed t0.Gentiles ( 37.) by thems alfo perfecuted (39.) but afterwardes aduanced.and called the Sautour of the world, ( 41.) Iu(t lob vebemently a ffiéted:Moy fes bidden fer 4 while , then expofed to danger, and thence delinerea ; afterwards manifefing himfelfe to his brethren , by them reiedted , bewrayed , and flying from Pharae( Exo. 2.) returning againe ( Exed.3.4.06.) and at laft del nsring the Ifraclites from bondage of AEgy py (Exo.14.)and manie other ihin Zs, as the ramme.facrificed in place of \faac(Gew.22.) the ladder o if Lacol (Gin,28.) Tofephs f epter ( 47.) Aarons red ( Exo, 7.) Pafibal lambe Chrift , borne of 4 Virgin, the onlie Senne of God owne croffe, was facrificed , vanquished al ins entmics, aduanced and acknowe A. And 3;.¥.10. wherethe fame actions are afcribed to God , as ro ont, and as_ wife endeauouring to shake cf the yoke of Cedorlahcmor , fel further into fntie- »or {uccefour, (12. ) profigurea } fometimes hidden, ather times conuerfant withmen , hated, perfecured , fold , betraied ; who cariedhis ,- Rom. 9, --- PAGE 199 --- Lob. 19, Gen.44, ExXODVS5S. 181 ledged che true Sauiour of the world, Redeemer & deliuerer of mankind, from fernunde, flaucrie,thraldome,and bondage of finne,death,and the diuel.Againe, Abraham prophecied that o f bis feed Chri our Sauiour should be borne, when be fayd to bis feruant ( Gen. 24 ) Putthy hand vnder my thigh , that I ma adiure thee by our Lord God of heauen & earth, that is, by Chrift , who Should come o f his loynes,as S. Hierom( Tradit. ped. in Genet explic.Pfal.4q.)
Ex	40:5	and S. Auguflin (4. 62.18 Gen. et li. 16.c. 33 ciuit. ) expound it. More extdently lacob ( Gen. 49.) THE SCEPTER SHAL NOT BE TAKEN AWAY FROM IVDAS, AND A DV KE OF HIS THIGH, TIL HE DOE GOME THAT IS TO BE SENT, AND THE SAME SHAL BE THE EXPE- CTATION OF THE GENTILES. lob as planely :1 know thatmy Redemerliueth. Moyfes forek nowing that Chrijft the true Redeemer c chiefe Law- giuer should be fent, praied God to haften his mifiion , faying : 1 befeech thee Lord, fend whom thou wilt fend (Exod, 4.) Excernal Sacrifice was frequent and folemne , asthe foucraigne homage te Ged: And manse Altars erected by abraham for that purpofe ( Gen. 12.13.15.
Ex	40:22	orber liquid facrifices ( Gen. 35. 0.14. ) offered by Lacob, wath dedication of the place called Bethel, the houfe of God: which ke alfa before -hand premifed by vow ( Gen,
